book_wikidata_id,title,author,year,n_pages,n_ratings,n_reviews,rating,summary
Q1088165,Blood Work,Michael Connelly,1998,203,46689,61,4.13,"""Blood Work"" -- that's what Terrell McCaleb used to call his job at the FBI. Until a heart condition forced him to take early retirement, he headed all investigations of serial murders in the Los Angeles area. Now he is recovering from a heart transplant operation and leads a quiet life. But McCaleb's calm seas turn rough when a story in the ""L.A. Times"" brings him face-to-face with Graciela Rivers, a darkly intriguing woman who hooks him with the story of her sister's unsolved murder. Against doctor's orders and his own better judgement, McCaleb agrees to take up the case. Soon Terry is on the trail of a killer whose crimes are more baffling and horrifying than anything he has ever encountered. It's a mind-bending, breakneck case that leads McCaleb into the darkest place he's ever known, unsure whether he even wants to survive his own investigation."
Q108821910,They Were Sisters,Dorothy Whipple,2005,464,790,107,4.4,"Three sisters marry very different men and the choices they make determine whether they will flourish, be tamed or be repressed. Lucy's husband is her beloved companion; Vera's husband bores her and she turns elsewhere; and Charlotte's husband is a bully who turns a high-spirited naive young girl into a deeply unhappy woman."
Q1089763,The Power of One,Bryce Courtenay,1996,384,79955,4580,4.35,"""Unabashedly uplifting.""<br />THE CLEVELAND PLAIN DEALER<br />Set in a world torn apart, where man enslaves his fellow man and freedom remains elusive, THE POWER OF ONE is the moving story of one young man's search for the love that binds friends, the passion that binds lovers, and the realization that it takes only one to change the world. A weak and friendless boy growing up in South Africa during World War II, Peekay turns to two older men, one black and one white, to show him how to find the courage to dream, to succeed, to triumph over a world when all seems lost, and to inspire him to summon up the most irrersistible force of all: the Power of One."
Q1090444,An Outcast of the Islands,Joseph Conrad,1993,324,703,1,3.71,"The only annotated edition available, <i>An Outcast of the Islands</i> (1896), Conrad's second novel, is a tale of intrigue in an eastern setting. Peter Willems, a clerk in Macassar, granted a ""second chance"" at a remote river trading post, falls ever more hopelessly into traps set by himself and others. A parable of human frailty, with love and death the major players, this is a story of a man unable to understand others and fated never to possess his own soul."
Q109284453,Gone to Earth,Mary Webb,1992,275,497,35,3.81,"The daughter of a Welsh gypsy and a crazy bee-keeper, Hazel Woodus is happiest living in her forest cottage in the remote Shropshire hills, at one with the winds and seasons, protector and friend of the wild animals she loves. But Hazel's beauty and innocence prove irresistible to the men in her orbit. Both Jack Reddin, the local squire and Edward Marston, the gentle minister, offer her human -- and carnal -- love.<br /><br />Hazel's fate unfolds as simply and relentlessly as a Greek tragedy as a child of nature is drawn into a world of mortal passion in which she must eternally be a stranger."
Q1093819,Maigret Sets a Trap,Georges Simenon,1979,187,1466,50,3.9,"It is a hot and steamy summer, and Maigret is hatching a plan to capture a serial murderer by playing on the killer's perverse vanity. He finally succeeds when an important clue leads him to a trio of suspects. But the three are entangled in a web of guilt and possessiveness so tight that the unraveling nearly exhausts the Inspector--until, at last, he discovers the tortured motives behind the murders.<br /><br />Maigret is a registered trademark of the Estate of Georges Simenon.<br />"
Q1093988,Crash,J.G. Ballard,1996,224,22217,870,3.61,"In this hallucinatory novel, the car provides the hellish tableau in which Vaughan, a ""TV scientist"" turned ""nightmare angel of the highways,"" experiments with erotic atrocities among auto crash victims, each more sinister than the last. James Ballard, his friend and fellow obsessive, tells the story of this twisted visionary as he careens rapidly toward his own demise in an intentionally orchestrated car crash with Elizabeth Taylor. A classic work of cutting edge fiction, <i>Crash</i> explores the disturbing potentialities of contemporary society's increasing dependence on technology as intermediary in human relations."
Q109471965,The Screaming Skull,F. Marion Crawford,2004,48,221,25,3.38,"This scarce antiquarian book is a facsimile reprint of the original. Due to its age, it may contain imperfections such as marks, notations, marginalia and flawed pages. Because we believe this work is culturally important, we have made it available as part of our commitment for protecting, preserving, and promoting the world's literature in affordable, high quality, modern editions that are true to the original work."
Q11009630,The Shipping News,Annie Proulx,1993,352,128793,69,3.86,"When Quoyle's two-timing wife meets her just desserts, he retreats with his two daughters to his ancestral home on the starkly beautiful Newfoundland coast, where a rich cast of local characters and family members all play a part in Quoyle's struggle to reclaim his life. As Quoyle confronts his private demons--and the unpredictable forces of nature and society--he begins to see the possibility of love without pain or misery. A vigorous, darkly comic, and at times magical portrait of the contemporary North American family, <i>The Shipping News</i> shows why Annie Proulx is recognized as one of the most gifted and original writers in America today."
Q11026841,Disclosure,Michael Crichton,1994,497,69259,40,3.78,"""Expertly crafted, ingenious and absorbing."" The Philadelphia Inquirer.<br />The #1 Bestseller by the author of ""Jurassic Park."" As he did in ""Rising Sun, "" Crichton focuses on a topic as close as today's newspaper headlines: sexual harassment. <br />Tom Sanders is an up-and-coming executive at the computer firm DigiCom. When his new boss turns out to be a woman who is both his former lover and a business rival, Sanders determines to be professional. But after a closed-door meeting, the woman accuses him of sexual harassment. It's her word against his, and suddenly Sanders finds himself caught in a nightmarish web of deceit in which he is branded as the villian. As he scrambles to save his career and his reputation, Sanders uncovers an electronic trail into DigiCom's secrets . . . and the cynical scheme devised to bring him down."
Q11036624,A Dog of Flanders,Ouida,2004,80,655,74,4.06,"Marie Louise de la Ramée (1839-1908) wrote many popular novels of adventure and romance in the 1870s and 80s under the pen name of Ouida. She also produced a number of captivating stories for youngsters. One of the best, <i>A Dog of Flanders,</i>. First published in 1872, <i>A Dog of Flanders</i> tells the moving story of Nello, a gentle boy with aspirations of becoming a painter, and Patrasche — his devoted Belgian work dog. The two, along with Nello's grandfather, live in a little village near Antwerp where Nello's idol, the artist Rubens, once worked. Nello and Patrasche suffer countless hardships — poverty, hunger, cruelty, and rejection. But they persevere in the face of adversity, up to their tragic, bittersweet end.<br />Rich in the sentiment of its Romantic tradition, yet convincing in its portrayal of both human and animal nature, this touching classic has tugged at the heartstrings of readers and listeners alike for generations. It remains one of the nineteenth century's most imaginative and arresting works of fiction for children."
Q110414978,Waiting to Exhale,Terry McMillan,1992,428,14724,367,3.97,"Robin Stokes is a successful insurance professional recovering from a deadend love affair. ""They say love is a two-way street. But I don't believe it, because the one I've been on for the last two years was a dirt road."" After months of depression, shopping, and dating all the wrong men, she's getting by with a little help from her friends - and still determined to fine the Real Thing..."
Q11118328,Meetings With Remarkable Men,G.I. Gurdjieff,1991,303,1937,13,4.17,
Q11125816,"The Lincoln Lawyer (Mickey Haller, #1)",Michael Connelly,2005,404,187371,106,4.16,"11 hours, 35 minutes<br /><br />New York Times bestselling author Michael Connelly delivers his first legal thriller--an incendiary tale about a cynical defense attorney whose one remaining spark of integrity may cost him his life.<p>Mickey Haller has spent all his professional life afraid that he wouldn't recognize innocence if it stood right in front of him. But what he should have been on the watch for was evil.&lt;</p><p>Haller is a Lincoln Lawyer, a criminal defense pro who operates out of the backseat of his Lincoln Town Car, to defend the clients at the bottom of the legal food chain. It's no wonder that he is despised by cops, prosecutors, and even some of his own clients.</p><p>From bikers to con artists to drunk drivers and drug dealers, they're all on Mickey Haller's client list. But when a Beverly Hills rich boy is arrested for brutally beating a woman, Haller has his first high-paying client in years. It's a franchise case and he's sure it will be a slam dunk in the courtroom. For once, he may be defending a client who is actually innocent.</p><p>But an investigator is murdered for getting too close to the truth and Haller quickly discovers that his search for innocence has taken him face-to-face with a kind of evil as pure as a flame. To escape without being burned, Haller must use all of his skills to manipulate a system in which he no longer believes.<br /><br /><br /><br />~</p>"
